Element Type,Element Name,Description,Identifier,Data Type
Enum Value,SHIPPING_ENTITLEMENTS_MISSING,Missing entitlements.,"Type: , Enum Value: SHIPPING_ENTITLEMENTS_MISSING"
Enum Value,SHIPPING_ENTITLEMENTS_UNSUPPORTED_DESTINATION_TYPE,Unsupported destination type.,"Type: , Enum Value: SHIPPING_ENTITLEMENTS_UNSUPPORTED_DESTINATION_TYPE"
Enum Value,INVALID_TARGET_TYPE_PREREQUISITE_SHIPPING_PRICE_RANGE,The target type is invalid when defining a prerequisite shipping price range.,"Type: , Enum Value: INVALID_TARGET_TYPE_PREREQUISITE_SHIPPING_PRICE_RANGE"
Enum Value,INVALID_COMBINES_WITH_FOR_DISCOUNT_CLASS,The `combinesWith` settings are invalid for the discount class.,"Type: , Enum Value: INVALID_COMBINES_WITH_FOR_DISCOUNT_CLASS"
Enum Value,INVALID_DISCOUNT_CLASS_FOR_PRICE_RULE,The discountClass is invalid for the price rule.,"Type: , Enum Value: INVALID_DISCOUNT_CLASS_FOR_PRICE_RULE"
Type,,The list of features that can be supported by a price rule.,Type: 
Enum Value,BUY_ONE_GET_ONE,"The price rule supports Buy X, Get Y (BXGY) discounts.","Type: , Enum Value: BUY_ONE_GET_ONE"
Enum Value,BUY_ONE_GET_ONE_WITH_ALLOCATION_LIMIT,"The price rule supports Buy X, Get Y (BXGY) discounts that specify a custom allocation limit.","Type: , Enum Value: BUY_ONE_GET_ONE_WITH_ALLOCATION_LIMIT"
Enum Value,BULK,The price rule supports bulk discounts.,"Type: , Enum Value: BULK"
Enum Value,SPECIFIC_CUSTOMERS,The price rule targets specific customers.,"Type: , Enum Value: SPECIFIC_CUSTOMERS"
Enum Value,QUANTITY_DISCOUNTS,The price rule supports discounts that require a quantity.,"Type: , Enum Value: QUANTITY_DISCOUNTS"
Type,,The value of a fixed amount price rule.,Type: 
Field,amount,The monetary value of the price rule.,"Type: , Field: amount"
Type,,The input fields to manipulate a price rule.,Type: 
Type,,"The items to which this price rule applies. This may be multiple products, product variants, collections or combinations of the aforementioned.",Type: 
Field,collections,The collections to which the price rule applies.,"Type: , Field: collections"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: collections, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: collections, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: collections, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: collections, Argument: before"
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: collections, Argument: reverse"
Field,productVariants,The product variants to which the price rule applies.,"Type: , Field: productVariants"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: productVariants, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: productVariants, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: productVariants, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: productVariants, Argument: before"
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: productVariants, Argument: reverse"
Field,products,The products to which the price rule applies.,"Type: , Field: products"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: products, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: products, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: products, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: products, Argument: before"
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: products, Argument: reverse"
Field,targetAllLineItems,Whether the price rule applies to all line items.,"Type: , Field: targetAllLineItems"
Type,,The input fields to update a price rule line item entitlement.,Type: 
Type,,The input fields to update a price rule's item prerequisites.,Type: 
Type,,"Single or multiple line item products, product variants or collections required for the price rule to be applicable, can also be provided in combination.",Type: 
Field,collections,The collections required for the price rule to be applicable.,"Type: , Field: collections"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: collections, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: collections, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: collections, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: collections, Argument: before"
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: collections, Argument: reverse"
Field,productVariants,The product variants required for the price rule to be applicable.,"Type: , Field: productVariants"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: productVariants, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: productVariants, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: productVariants, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: productVariants, Argument: before"
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: productVariants, Argument: reverse"
Field,products,The products required for the price rule to be applicable.,"Type: , Field: products"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: products, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: products, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: products, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: products, Argument: before"
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: products, Argument: reverse"
Type,,A money range within which the price rule is applicable.,Type: 
Field,greaterThan,The lower bound of the money range.,"Type: , Field: greaterThan"
Field,greaterThanOrEqualTo,The lower bound or equal of the money range.,"Type: , Field: greaterThanOrEqualTo"
Field,lessThan,The upper bound of the money range.,"Type: , Field: lessThan"
Field,lessThanOrEqualTo,The upper bound or equal of the money range.,"Type: , Field: lessThanOrEqualTo"
Type,,"The input fields to update the money range within which the price rule is applicable.
",Type: 
Type,,The value of a percent price rule.,Type: 
Field,percentage,The percent value of the price rule.,"Type: , Field: percentage"
Type,,"Quantity of prerequisite items required for the price rule to be applicable, compared to quantity of entitled items.",Type: 
Field,entitlementQuantity,The quantity of entitled items in the ratio.,"Type: , Field: entitlementQuantity"
Field,prerequisiteQuantity,The quantity of prerequisite items in the ratio.,"Type: , Field: prerequisiteQuantity"
Type,,"Specifies the quantity of prerequisite items required for the price rule to be applicable, compared to quantity of entitled items.",Type: 
Type,,A quantity range within which the price rule is applicable.,Type: 
Field,greaterThan,The lower bound of the quantity range.,"Type: , Field: greaterThan"
Field,greaterThanOrEqualTo,The lower bound or equal of the quantity range.,"Type: , Field: greaterThanOrEqualTo"
Field,lessThan,The upper bound of the quantity range.,"Type: , Field: lessThan"
Field,lessThanOrEqualTo,The upper bound or equal of the quantity range.,"Type: , Field: lessThanOrEqualTo"
Type,,"The input fields to update the quantity range within which the price rule is applicable.
",Type: 
Type,,Shareable URL for the discount code associated with the price rule.,Type: 
Field,targetItemImage,The image URL of the item (product or collection) to which the discount applies.,"Type: , Field: targetItemImage"
Field,targetType,The type of page that's associated with the URL.,"Type: , Field: targetType"
Field,title,The title of the page that's associated with the URL.,"Type: , Field: title"
Field,url,The URL for the discount code.,"Type: , Field: url"
Type,,The type of page where a shareable price rule URL lands.,Type: 
Enum Value,HOME,The URL lands on a home page.,"Type: , Enum Value: HOME"
Enum Value,PRODUCT,The URL lands on a product page.,"Type: , Enum Value: PRODUCT"
Enum Value,COLLECTION,The URL lands on a collection page.,"Type: , Enum Value: COLLECTION"
Type,,The input fields to update a price rule shipping entitlement.,Type: 
Type,,The shipping lines to which the price rule applies to.,Type: 
Field,countryCodes,The codes for the countries to which the price rule applies to.,"Type: , Field: countryCodes"
Field,includeRestOfWorld,Whether the price rule is applicable to countries that have not been defined in the shop's shipping zones.,"Type: , Field: includeRestOfWorld"
Field,targetAllShippingLines,Whether the price rule applies to all shipping lines.,"Type: , Field: targetAllShippingLines"
Type,,The set of valid sort keys for the PriceRule query.,Type: 
Enum Value,STARTS_AT,Sort by the `starts_at` value.,"Type: , Enum Value: STARTS_AT"
Enum Value,ENDS_AT,Sort by the `ends_at` value.,"Type: , Enum Value: ENDS_AT"
Enum Value,TITLE,Sort by the `title` value.,"Type: , Enum Value: TITLE"
Enum Value,CREATED_AT,Sort by the `created_at` value.,"Type: , Enum Value: CREATED_AT"
Enum Value,UPDATED_AT,Sort by the `updated_at` value.,"Type: , Enum Value: UPDATED_AT"
Enum Value,ID,Sort by the `id` value.,"Type: , Enum Value: ID"
Enum Value,RELEVANCE,"Sort by relevance to the search terms when the `query` parameter is specified on the connection.
Don't use this sort key when no search query is specified.
","Type: , Enum Value: RELEVANCE"
Type,,The status of the price rule.,Type: 
Enum Value,ACTIVE,The price rule is active.,"Type: , Enum Value: ACTIVE"
Enum Value,EXPIRED,The price rule is expired.,"Type: , Enum Value: EXPIRED"
Enum Value,SCHEDULED,The price rule is scheduled.,"Type: , Enum Value: SCHEDULED"
Type,,The type of lines (line_item or shipping_line) to which the price rule applies.,Type: 
Enum Value,LINE_ITEM,The price rule applies to line items.,"Type: , Enum Value: LINE_ITEM"
Enum Value,SHIPPING_LINE,The price rule applies to shipping lines.,"Type: , Enum Value: SHIPPING_LINE"
Type,,The list of features that can be supported by a price rule.,Type: 
Enum Value,BUY_ONE_GET_ONE,"The price rule supports Buy X, Get Y (BXGY) discounts.","Type: , Enum Value: BUY_ONE_GET_ONE"
Enum Value,BUY_ONE_GET_ONE_WITH_ALLOCATION_LIMIT,"The price rule supports Buy X, Get Y (BXGY) discounts that specify a custom allocation limit.","Type: , Enum Value: BUY_ONE_GET_ONE_WITH_ALLOCATION_LIMIT"
Enum Value,BULK,The price rule supports bulk discounts.,"Type: , Enum Value: BULK"
Enum Value,SPECIFIC_CUSTOMERS,The price rule targets specific customers.,"Type: , Enum Value: SPECIFIC_CUSTOMERS"
Enum Value,QUANTITY_DISCOUNTS,The price rule supports discounts that require a quantity.,"Type: , Enum Value: QUANTITY_DISCOUNTS"
Type,,Return type for `priceRuleUpdate` mutation.,Type: 
Field,priceRule,The updated price rule.,"Type: , Field: priceRule"
Field,priceRuleDiscountCode,The updated discount code.,"Type: , Field: priceRuleDiscountCode"
Field,priceRuleUserErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: priceRuleUserErrors"
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors"
Type,,Represents an error that happens during execution of a price rule mutation.,Type: 
Field,code,Error code to uniquely identify the error.,"Type: , Field: code"
Field,field,The path to the input field that caused the error.,"Type: , Field: field"
Field,message,The error message.,"Type: , Field: message"
Type,,A time period during which a price rule is applicable.,Type: 
Field,end,The time after which the price rule becomes invalid.,"Type: , Field: end"
Field,start,The time after which the price rule is valid.,"Type: , Field: start"
Type,,The input fields to update the validity period of a price rule.,Type: 
Type,,"The type of the price rule value. The price rule value might be a percentage value, or a fixed amount.",Type: 
Type,,The input fields to update a price rule.,Type: 
Type,,"One type of value given to a customer when a discount is applied to an order.
The application of a discount with this value gives the customer the specified percentage off a specified item.
",Type: 
Field,percentage,"The percentage value of the object. This is a number between -100 (free) and 0 (no discount).
","Type: , Field: percentage"
Type,,"The type of value given to a customer when a discount is applied to an order. For example, the application of the discount might give the customer a percentage off a specified item. Alternatively, the application of the discount might give the customer a monetary value in a given currency off an order.",Type: 
Type,,"Private metafields represent custom metadata that is attached to a resource.
Private metafields are accessible only by the application that created them and only from the GraphQL Admin API.

An application can create a maximum of 10 private metafields per shop resource.
",Type: 
Field,createdAt,The date and time when the private metafield was created.,"Type: , Field: createdAt"
Field,id,The ID of the private metafield.,"Type: , Field: id"
Field,key,The key name of the private metafield.,"Type: , Field: key"
Field,namespace,The namespace of the private metafield.,"Type: , Field: namespace"
Field,updatedAt,The date and time when the private metafield was updated.,"Type: , Field: updatedAt"
Field,value,The value of a private metafield.,"Type: , Field: value"
Field,valueType,Represents the private metafield value type.,"Type: , Field: valueType"
Type,,"An auto-generated type for paginating through multiple PrivateMetafields.
",Type: 
Field,edges,A list of edges.,"Type: , Field: edges"
Field,nodes,A list of the nodes contained in PrivateMetafieldEdge.,"Type: , Field: nodes"
Field,pageInfo,Information to aid in pagination.,"Type: , Field: pageInfo"
Type,,"The input fields for the private metafield to delete.
",Type: 
Type,,Return type for `privateMetafieldDelete` mutation.,Type: 
Field,deletedPrivateMetafieldId,The ID of private metafield that was deleted.,"Type: , Field: deletedPrivateMetafieldId"
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors"
Type,,"An auto-generated type which holds one PrivateMetafield and a cursor during pagination.
",Type: 
Field,cursor,A cursor for use in pagination.,"Type: , Field: cursor"
Field,node,The item at the end of PrivateMetafieldEdge.,"Type: , Field: node"
Type,,"The input fields for a private metafield.
",Type: 
Type,,Return type for `privateMetafieldUpsert` mutation.,Type: 
Field,privateMetafield,The private metafield that was created or updated.,"Type: , Field: privateMetafield"
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors"
Type,,"The input fields for the value and value type of the private metafield.
",Type: 
Type,,Supported private metafield value types.,Type: 
Enum Value,STRING,A string metafield.,"Type: , Enum Value: STRING"
Enum Value,INTEGER,An integer metafield.,"Type: , Enum Value: INTEGER"
Enum Value,JSON_STRING,A JSON string metafield.,"Type: , Enum Value: JSON_STRING"
Type,,The Product resource lets you manage products in a merchant’s store. You can use [ProductVariants](https://shopify.dev/api/admin-graphql/latest/objects/productvariant) to create or update different versions of the same product. You can also add or update product [Media](https://shopify.dev/api/admin-graphql/latest/interfaces/media). Products can be organized by grouping them into a [Collection](https://shopify.dev/api/admin-graphql/latest/objects/collection).,Type: 
Field,availablePublicationCount,The number of publications a resource is published to without feedback errors.,"Type: , Field: availablePublicationCount"
Field,bodyHtml,"The description of the product, complete with HTML formatting.","Type: , Field: bodyHtml"
Field,collections,A list of the collections that include the product.,"Type: , Field: collections"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: collections, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: collections, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: collections, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: collections, Argument: before"
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: collections, Argument: reverse"
Argument,sortKey,Sort the underlying list by the given key.,"Type: , Field: collections, Argument: sortKey"
Argument,query,"Supported filter parameters:
 - `collection_type`
 - `publishable_status`
 - `published_status`
 - `title`
 - `updated_at`

See the detailed [search syntax](https://shopify.dev/api/usage/search-syntax)
for more information about using filters.
","Type: , Field: collections, Argument: query"
Field,compareAtPriceRange,The compare-at price range of the product in the default shop currency.,"Type: , Field: compareAtPriceRange"
Field,contextualPricing,The pricing that applies for a customer in a given context.,"Type: , Field: contextualPricing"
Argument,context,The context used to generate contextual pricing for the variant.,"Type: , Field: contextualPricing, Argument: context"
Field,createdAt,"The date and time ([ISO 8601 format](http://en.wikipedia.org/wiki/ISO_8601)) when the product was created.
","Type: , Field: createdAt"
Field,customProductType,The custom product type specified by the merchant.,"Type: , Field: customProductType"
Field,defaultCursor,"A default cursor that returns the single next record, sorted ascending by ID.
","Type: , Field: defaultCursor"
Field,description,"A stripped description of the product, single line with HTML tags removed.","Type: , Field: description"
Argument,truncateAt,Truncates string after the given length.,"Type: , Field: description, Argument: truncateAt"
Field,descriptionHtml,"The description of the product, complete with HTML formatting.","Type: , Field: descriptionHtml"
Field,descriptionPlainSummary,"Stripped description of the product, single line with HTML tags removed.
Truncated to 60 characters.
","Type: , Field: descriptionPlainSummary"
Field,featuredImage,The featured image for the product.,"Type: , Field: featuredImage"
Field,featuredMedia,The featured media for the product.,"Type: , Field: featuredMedia"
Field,feedback,Information about the product that's provided through resource feedback.,"Type: , Field: feedback"
Field,giftCardTemplateSuffix,The theme template used when viewing the gift card in a store.,"Type: , Field: giftCardTemplateSuffix"
Field,handle,A unique human-friendly string of the product's title.,"Type: , Field: handle"
Field,hasOnlyDefaultVariant,Whether the product has only a single variant with the default option and value.,"Type: , Field: hasOnlyDefaultVariant"
Field,hasOutOfStockVariants,Whether the product has out of stock variants.,"Type: , Field: hasOutOfStockVariants"
Field,id,A globally-unique ID.,"Type: , Field: id"
Field,images,The images associated with the product.,"Type: , Field: images"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: images, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: images, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: images, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: images, Argument: before"
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: images, Argument: reverse"
Argument,sortKey,Sort the underlying list by the given key.,"Type: , Field: images, Argument: sortKey"
Field,inCollection,Whether the product is in a given collection.,"Type: , Field: inCollection"
Argument,id,The ID of the collection to check.,"Type: , Field: inCollection, Argument: id"
Field,isGiftCard,Whether the product is a gift card.,"Type: , Field: isGiftCard"
Field,legacyResourceId,The ID of the corresponding resource in the REST Admin API.,"Type: , Field: legacyResourceId"
Field,media,"The media associated with the product. This can include images, 3D models, or videos.","Type: , Field: media"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: media, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: media, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: media, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: media, Argument: before"
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: media, Argument: reverse"
Argument,sortKey,Sort the underlying list by the given key.,"Type: , Field: media, Argument: sortKey"
Field,mediaCount,Total count of media belonging to a product.,"Type: , Field: mediaCount"
Field,metafield,Returns a metafield by namespace and key that belongs to the resource.,"Type: , Field: metafield"
Argument,namespace,The namespace for the metafield.,"Type: , Field: metafield, Argument: namespace"
Argument,key,The key for the metafield.,"Type: , Field: metafield, Argument: key"
Field,metafieldDefinitions,List of metafield definitions.,"Type: , Field: metafieldDefinitions"
Argument,namespace,Filter metafield definitions by namespace.,"Type: , Field: metafieldDefinitions, Argument: namespace"
Argument,pinnedStatus,Filter by the definition's pinned status.,"Type: , Field: metafieldDefinitions, Argument: pinnedStatus"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: metafieldDefinitions, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: metafieldDefinitions, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: metafieldDefinitions, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: metafieldDefinitions, Argument: before"
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: metafieldDefinitions, Argument: reverse"
Argument,sortKey,Sort the underlying list by the given key.,"Type: , Field: metafieldDefinitions, Argument: sortKey"
Argument,query,"Supported filter parameters:
 - `created_at`
 - `key`
 - `namespace`
 - `owner_type`
 - `type`
 - `updated_at`

See the detailed [search syntax](https://shopify.dev/api/usage/search-syntax)
for more information about using filters.
","Type: , Field: metafieldDefinitions, Argument: query"
Field,metafields,List of metafields that belong to the resource.,"Type: , Field: metafields"
Argument,namespace,The metafield namespace to filter by.,"Type: , Field: metafields, Argument: namespace"
Argument,keys,"List of keys of metafields in the format `namespace.key`, will be returned in the same format.","Type: , Field: metafields, Argument: keys"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: metafields, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: metafields, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: metafields, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: metafields, Argument: before"
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: metafields, Argument: reverse"
Field,onlineStorePreviewUrl,The online store preview URL.,"Type: , Field: onlineStorePreviewUrl"
Field,onlineStoreUrl,"The online store URL for the product.
A value of `null` indicates that the product is not published to the Online Store sales channel.
","Type: , Field: onlineStoreUrl"
Field,options,A list of product options. The limit is specified by Shop.resourceLimits.maxProductOptions.,"Type: , Field: options"
Argument,first,Truncate the array result to this size.,"Type: , Field: options, Argument: first"
Field,priceRange,The price range of the product.,"Type: , Field: priceRange"
Field,priceRangeV2,The price range of the product with prices formatted as decimals.,"Type: , Field: priceRangeV2"
Field,privateMetafield,Returns a private metafield by namespace and key that belongs to the resource.,"Type: , Field: privateMetafield"
Argument,namespace,The namespace for the private metafield.,"Type: , Field: privateMetafield, Argument: namespace"
Argument,key,The key for the private metafield.,"Type: , Field: privateMetafield, Argument: key"
Field,privateMetafields,List of private metafields that belong to the resource.,"Type: , Field: privateMetafields"
Argument,namespace,Filter the private metafields by namespace.,"Type: , Field: privateMetafields, Argument: namespace"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: privateMetafields, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: privateMetafields, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: privateMetafields, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: privateMetafields, Argument: before"
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: privateMetafields, Argument: reverse"
Field,productCategory,The product category specified by the merchant.,"Type: , Field: productCategory"
Field,productPublications,A list of the channels where the product is published.,"Type: , Field: productPublications"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: productPublications, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: productPublications, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: productPublications, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: productPublications, Argument: before"
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: productPublications, Argument: reverse"
Field,productType,The product type specified by the merchant.,"Type: , Field: productType"
Field,publicationCount,The number of publications a resource is published on.,"Type: , Field: publicationCount"
Argument,onlyPublished,"Include only the resource's publications that are published. If false, then return all the resource's publications including future publications.","Type: , Field: publicationCount, Argument: onlyPublished"
Field,publications,A list of the channels where the product is published.,"Type: , Field: publications"
Argument,onlyPublished,"Return only the publications that are published. If false, then return all publications.","Type: , Field: publications, Argument: onlyPublished"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: publications, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: publications, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: publications, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: publications, Argument: before"
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: publications, Argument: reverse"
Field,publishedAt,"The date and time ([ISO 8601 format](http://en.wikipedia.org/wiki/ISO_8601)) when the product was published to the Online Store.
","Type: , Field: publishedAt"
Field,publishedInContext,Whether or not the product is published for a customer in the given context.,"Type: , Field: publishedInContext"
Argument,context,The context used to determine publication status.,"Type: , Field: publishedInContext, Argument: context"
Field,publishedOnChannel,Check to see whether the resource is published to a given channel.,"Type: , Field: publishedOnChannel"
Argument,channelId,The ID of the channel to check.,"Type: , Field: publishedOnChannel, Argument: channelId"
Field,publishedOnCurrentChannel,Check to see whether the resource is published to the calling app's channel.,"Type: , Field: publishedOnCurrentChannel"
Field,publishedOnCurrentPublication,Check to see whether the resource is published to the calling app's publication.,"Type: , Field: publishedOnCurrentPublication"
Field,publishedOnPublication,Check to see whether the resource is published to a given publication.,"Type: , Field: publishedOnPublication"
Argument,publicationId,The ID of the publication to check.,"Type: , Field: publishedOnPublication, Argument: publicationId"
Field,requiresSellingPlan,"Whether the product can only be purchased with a selling plan (subscription). Products that are sold on subscription (`requiresSellingPlan: true`) can be updated only for online stores. If you update a product to be subscription only, then the product is unpublished from all channels except the online store.","Type: , Field: requiresSellingPlan"
Field,resourcePublicationOnCurrentPublication,The resource that is either published or staged to be published to the calling app's publication. Requires the `read_product_listings` scope.,"Type: , Field: resourcePublicationOnCurrentPublication"
Field,resourcePublications,The list of resources that are published to a publication.,"Type: , Field: resourcePublications"
Argument,onlyPublished,"Whether to return only the resources that are currently published. If false, then also returns the resources that are scheduled to be published.
","Type: , Field: resourcePublications, Argument: onlyPublished"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: resourcePublications, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: resourcePublications, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: resourcePublications, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: resourcePublications, Argument: before"
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: resourcePublications, Argument: reverse"
Field,resourcePublicationsV2,The list of resources that are either published or staged to be published to a publication.,"Type: , Field: resourcePublicationsV2"
Argument,onlyPublished,"Whether to return only the resources that are currently published. If false, then also returns the resources that are scheduled or staged to be published.
","Type: , Field: resourcePublicationsV2, Argument: onlyPublished"
Argument,catalogType,Filter publications by catalog type.,"Type: , Field: resourcePublicationsV2, Argument: catalogType"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: resourcePublicationsV2, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: resourcePublicationsV2, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: resourcePublicationsV2, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: resourcePublicationsV2, Argument: before"
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: resourcePublicationsV2, Argument: reverse"
Field,sellingPlanGroupCount,Count of selling plan groups associated with the product.,"Type: , Field: sellingPlanGroupCount"
Field,sellingPlanGroups,A list of all selling plan groups defined in the current shop associated with the product either directly or through any of its variants.,"Type: , Field: sellingPlanGroups"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: sellingPlanGroups, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: sellingPlanGroups, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: sellingPlanGroups, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: sellingPlanGroups, Argument: before"
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: sellingPlanGroups, Argument: reverse"
Field,seo,SEO information of the product.,"Type: , Field: seo"
Field,standardizedProductType,The standardized product type in the Shopify product taxonomy.,"Type: , Field: standardizedProductType"
Field,status,The product status. This controls visibility across all channels.,"Type: , Field: status"
Field,storefrontId,"The Storefront GraphQL API ID of the `Product`.

As of the `2022-04` version release, the Storefront GraphQL API will no longer return Base64 encoded IDs to match the behavior of the Admin GraphQL API. Therefore, you can safely use the `id` field's value instead.
","Type: , Field: storefrontId"
Field,tags,"A comma separated list of tags associated with the product. Updating `tags` overwrites
any existing tags that were previously added to the product. To add new tags without overwriting
existing tags, use the [tagsAdd](https://shopify.dev/api/admin-graphql/latest/mutations/tagsadd)
mutation.
","Type: , Field: tags"
Field,templateSuffix,The theme template used when viewing the product in a store.,"Type: , Field: templateSuffix"
Field,title,The title of the product.,"Type: , Field: title"
Field,totalInventory,The quantity of inventory in stock.,"Type: , Field: totalInventory"
Field,totalVariants,The number of variants that are associated with the product.,"Type: , Field: totalVariants"
Field,tracksInventory,Whether inventory tracking has been enabled for the product.,"Type: , Field: tracksInventory"
Field,translations,The translations associated with the resource.,"Type: , Field: translations"
Argument,locale,Filters translations locale.,"Type: , Field: translations, Argument: locale"
Argument,marketId,Filters translations by market ID. Use this argument to retrieve content specific to a market.,"Type: , Field: translations, Argument: marketId"
Field,unpublishedChannels,The list of channels that the resource is not published to.,"Type: , Field: unpublishedChannels"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: unpublishedChannels, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: unpublishedChannels, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: unpublishedChannels, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: unpublishedChannels, Argument: before"
